Domains Frequency Analysis
==================================================

Files processed: 27,866
Files with domains: 13,088
Total domains instances: 2,597,234
Unique domains types: 4,625

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
2425	Peptidase_M56	219	0.008%
2426	Frag1	219	0.008%
2427	SPOR	219	0.008%
2428	BAG	219	0.008%
2429	DUF1007	219	0.008%
2430	TRAPPC-Trs85	219	0.008%
2431	NCD3G	219	0.008%
2432	DUF4198	218	0.008%
2433	SurE	218	0.008%
2434	FIST_C	218	0.008%
2435	Raffinose_syn	218	0.008%
2436	MMS19_C	218	0.008%
2437	Cnn_1N	218	0.008%
2438	GATase_2	218	0.008%
2439	Seryl_tRNA_N	218	0.008%
2440	TBCC	218	0.008%
2441	BHD_3	218	0.008%
2442	DUF4181	218	0.008%
2443	RNase_P_p30	218	0.008%
2444	Ribosomal_L21p	217	0.008%
2445	Cdc6_C	217	0.008%
2446	DHQS	217	0.008%
2447	Lysyl_oxidase	217	0.008%
2448	DUF3431	217	0.008%
2449	T4SS_TraI	217	0.008%
2450	DctA-YdbH	217	0.008%
2451	Gly_acyl_tr_N	217	0.008%
2452	PBP_GOBP	216	0.008%
2453	Phos_pyr_kin	216	0.008%
2454	Topoisom_I_N	216	0.008%
2455	P5CR_dimer	216	0.008%
2456	Amidohydro_3	216	0.008%
2457	MACPF	216	0.008%
2458	HisKA_2	216	0.008%
2459	Phage_Nu1	215	0.008%
2460	NAC	215	0.008%
2461	NRDE-2	215	0.008%
2462	tRNA_m1G_MT	215	0.008%
2463	Cutinase	215	0.008%
2464	OsmC	215	0.008%
2465	DUF538	215	0.008%
2466	H2O2_YaaD	215	0.008%
2467	CTU2	215	0.008%
2468	IL3	215	0.008%
2469	Ephrin	214	0.008%
2470	APH_6_hur	214	0.008%
2471	CBM_21	214	0.008%
2472	2-ph_phosp	214	0.008%
2473	Glyco_hydro_19	214	0.008%
2474	Self-incomp_S1	214	0.008%
2475	CHRD	213	0.008%
2476	ACT_6	213	0.008%
2477	Nop16	213	0.008%
2478	AMP_N	213	0.008%
2479	dCache_3	213	0.008%
2480	RgpF	213	0.008%
2481	BURP	213	0.008%
2482	Porphobil_deam	213	0.008%
2483	LIM_bind	213	0.008%
2484	YL1	212	0.008%
2485	DUF962	212	0.008%
2486	FAA_hydrolase	212	0.008%
2487	Cu_amine_oxid	212	0.008%
2488	Sybindin	212	0.008%
2489	MgtE	212	0.008%
2490	IATP	212	0.008%
2491	ERCC3_RAD25_C	212	0.008%
2492	ABC2_membrane_5	211	0.008%
2493	MutS_I	211	0.008%
2494	DNA_pol3_beta	211	0.008%
2495	DUF3108	211	0.008%
2496	DUF4386	211	0.008%
2497	Bet_v_1	211	0.008%
2498	PGM_PMM_III	211	0.008%
2499	DUF2410	211	0.008%
2500	Phage_min_cap2	210	0.008%
2501	HTH_IclR	210	0.008%
2502	Ldl_recept_b	210	0.008%
2503	DUF3638	210	0.008%
2504	Guanylate_cyc_2	210	0.008%
2505	Pur_DNA_glyco	210	0.008%
2506	Translin	210	0.008%
2507	Peripla_BP_1	209	0.008%
2508	Orn_DAP_Arg_deC	209	0.008%
2509	RB_A	209	0.008%
2510	SLBB	209	0.008%
2511	MotA_ExbB	208	0.008%
2512	DP	208	0.008%
2513	FANCL_C	208	0.008%
2514	NEL	208	0.008%
2515	Seipin	208	0.008%
2516	DUF4079	208	0.008%
2517	DUF4935	208	0.008%
2518	NMT1	207	0.008%
2519	MIT_C	207	0.008%
2520	Ceramidase_alk	207	0.008%
2521	DUF4504	207	0.008%
2522	Tudor-knot	207	0.008%
2523	MMACHC	207	0.008%
2524	OGFr_N	207	0.008%
2525	Neocarzinostat	207	0.008%
2526	TatC	207	0.008%
2527	FR47	206	0.008%
2528	Zn_peptidase	206	0.008%
2529	UPF0004	206	0.008%
2530	Tmemb_185A	206	0.008%
2531	Peptidase_S55	205	0.008%
2532	FXa_inhibition	205	0.008%
2533	Spermine_synth	205	0.008%
2534	DUF1499	205	0.008%
2535	Ribosomal_S18	205	0.008%
2536	BSP	205	0.008%
2537	Terminase_2	205	0.008%
2538	UPF0227	205	0.008%
2539	DUF3071	205	0.008%
2540	Lys	204	0.008%
2541	Endonuclease_5	204	0.008%
2542	Bap31	204	0.008%
2543	Oxidored_q2	204	0.008%
2544	dNK	204	0.008%
2545	DUF4207	203	0.008%
2546	PGI	203	0.008%
2547	DUF4097	203	0.008%
2548	DnaB	203	0.008%
2549	STAG	203	0.008%
2550	FGase	203	0.008%
2551	PDT	203	0.008%
2552	PARP_reg	203	0.008%
2553	Alpha-L-AF_C	203	0.008%
2554	PCMD	203	0.008%
2555	Trehalose_recp	202	0.008%
2556	Fe-S_biosyn	202	0.008%
2557	EMG1	202	0.008%
2558	Flg_bbr_C	202	0.008%
2559	Glyco_hydro_65m	202	0.008%
2560	PhaC_N	202	0.008%
2561	Peptidase_C50	202	0.008%
2562	DUF43	201	0.008%
2563	DUF871	201	0.008%
2564	HHH_6	201	0.008%
2565	ADAM_CR	201	0.008%
2566	WAK	201	0.008%
2567	MutH	200	0.008%
2568	UnbV_ASPIC	200	0.008%
2569	Ribosomal_S4e	200	0.008%
2570	Nitrate_red_del	200	0.008%
2571	ECSIT	200	0.008%
2572	Abi_2	200	0.008%
2573	Glyco_transf_43	200	0.008%
2574	SWIRM-assoc_2	200	0.008%
2575	GPP34	200	0.008%
2576	Phosducin	200	0.008%
2577	Sulf_transp	199	0.008%
2578	RNA_lig_T4_1	199	0.008%
2579	DUF2599	199	0.008%
2580	3HCDH_N	199	0.008%
2581	BORCS8	199	0.008%
2582	DUF4203	199	0.008%
2583	RNF220	198	0.008%
2584	tRNA_edit	198	0.008%
2585	ParcG	198	0.008%
2586	Glyco_transf_7C	198	0.008%
2587	TSP_C	198	0.008%
2588	Mannosyl_trans	198	0.008%
2589	Glyco_hydro_46	198	0.008%
2590	COLFI	198	0.008%
2591	Casc1_N	198	0.008%
2592	CYTH	197	0.008%
2593	RNA_pol_Rpb1_4	197	0.008%
2594	Maelstrom	197	0.008%
2595	Nuf2	197	0.008%
2596	FliM	197	0.008%
2597	ATG16	197	0.008%
2598	HisKA_7TM	197	0.008%
2599	Ribosomal_S6	197	0.008%
2600	mRNA_triPase	197	0.008%
2601	Abhydrolase_9	197	0.008%
2602	Dsl1_C	197	0.008%
2603	Bac_DnaA	196	0.008%
2604	Memo	196	0.008%
2605	ANAPC3	196	0.008%
2606	Plus-3	196	0.008%
2607	DUF1115	196	0.008%
2608	DUF4470	196	0.008%
2609	RcpC	196	0.008%
2610	DEAD_assoc	196	0.008%
2611	Dicty_CAR	195	0.008%
2612	FemAB_like	195	0.008%
2613	AAA_7	195	0.008%
2614	LRR_4	195	0.008%
2615	SprT-like	195	0.008%
2616	PrsW-protease	195	0.008%
2617	RnaseA	195	0.008%
2618	HDOD	194	0.007%
2619	DALR_1	194	0.007%
2620	TRF	194	0.007%
2621	Adap_comp_sub	194	0.007%
2622	Laminin_G_1	194	0.007%
2623	PAP2_3	194	0.007%
2624	CutC	194	0.007%
2625	MIT	194	0.007%
2626	Bcl-2	194	0.007%
2627	BRE1	194	0.007%
2628	HSDR_N	193	0.007%
2629	Ribosomal_L4	193	0.007%
2630	DnaJ_CXXCXGXG	193	0.007%
2631	ATP-synt_ab_N	193	0.007%
2632	Gate	193	0.007%
2633	SURF6	193	0.007%
2634	Acyl-CoA_ox_N	193	0.007%
2635	Gram_pos_anchor	193	0.007%
2636	DER1	193	0.007%
2637	Nucleotid_trans	193	0.007%
2638	ATP12	192	0.007%
2639	Fe_bilin_red	192	0.007%
2640	CH_2	192	0.007%
2641	MIB_HERC2	192	0.007%
2642	Rep_trans	192	0.007%
2643	tRNA-synt_2d	192	0.007%
2644	Peptidase_M48_N	192	0.007%
2645	VirE	191	0.007%
2646	LUD_dom	191	0.007%
2647	RNA_pol_Rpa2_4	191	0.007%
2648	Hemopexin	191	0.007%
2649	SfsA	191	0.007%
2650	Med8	191	0.007%
2651	LppX_LprAFG	191	0.007%
2652	FTSW_RODA_SPOVE	190	0.007%
2653	tRNA_anti_2	190	0.007%
2654	NopRA1	190	0.007%
2655	ArgoMid	190	0.007%
2656	AstE_AspA	190	0.007%
2657	YscW	190	0.007%
2658	PDDEXK_6	190	0.007%
2659	ELFV_dehydrog	190	0.007%
2660	Dak1_2	190	0.007%
2661	Clathrin_lg_ch	190	0.007%
2662	DUF2268	190	0.007%
2663	DUF3883	189	0.007%
2664	Methyltransf_32	189	0.007%
2665	AOX	189	0.007%
2666	YscJ_FliF	189	0.007%
2667	CBF	189	0.007%
2668	CP2	189	0.007%
2669	C8	189	0.007%
2670	DUF3558	189	0.007%
2671	IstB_IS21	189	0.007%
2672	She9_MDM33	189	0.007%
2673	Cnd2	188	0.007%
2674	MitMem_reg	188	0.007%
2675	CarD_CdnL_TRCF	188	0.007%
2676	UPF0172	188	0.007%
2677	Abhydrolase_4	188	0.007%
2678	DUF727	188	0.007%
2679	OAS1_C	188	0.007%
2680	FSIP1	188	0.007%
2681	DUF3322	188	0.007%
2682	Pan_kinase	187	0.007%
2683	SMC_ScpA	187	0.007%
2684	Mt_ATP_synt	187	0.007%
2685	Pyridoxal_deC	187	0.007%
2686	RRM_5	187	0.007%
2687	eIF-1a	186	0.007%
2688	GNT-I	186	0.007%
2689	HATPase_c_2	186	0.007%
2690	DUF1349	186	0.007%
2691	C1_2	186	0.007%
2692	Transposase_23	186	0.007%
2693	RIX1	186	0.007%
2694	Ribosomal_S3_C	186	0.007%
2695	RGM_N	186	0.007%
2696	CbiZ	185	0.007%
2697	C5-epim_C	185	0.007%
2698	ATP_transf	185	0.007%
2699	DUF2232	185	0.007%
2700	CENP-B_N	185	0.007%
2701	SIKE	185	0.007%
2702	NCA2	185	0.007%
2703	SAM_MT	185	0.007%
2704	PBP_like	184	0.007%
2705	PTS_IIA	184	0.007%
2706	RNA_pol_Rpb1_6	184	0.007%
2707	DHHA1	184	0.007%
2708	AAA_28	184	0.007%
2709	TIP41	184	0.007%
2710	DUF4981	184	0.007%
2711	APP_N	184	0.007%
2712	PTCB-BRCT	184	0.007%
2713	MIF4G_like	184	0.007%
2714	SelP_N	184	0.007%
2715	Maf1	183	0.007%
2716	Tissue_fac	183	0.007%
2717	Peptidase_C15	183	0.007%
2718	BRAP2	183	0.007%
2719	Jagunal	183	0.007%
2720	PIG-X	183	0.007%
2721	tRNA_int_endo	183	0.007%
2722	SecD_SecF	183	0.007%
2723	Ribosomal_L29e	182	0.007%
2724	TP6A_N	182	0.007%
2725	Cpn10	182	0.007%
2726	CBM9_1	182	0.007%
2727	HVSL	182	0.007%
2728	Glypican	182	0.007%
2729	GLTP	182	0.007%
2730	AAA_24	181	0.007%
2731	Skp1_POZ	181	0.007%
2732	SRPRB	181	0.007%
2733	CTD_bind	181	0.007%
2734	AARP2CN	181	0.007%
2735	MttA_Hcf106	181	0.007%
2736	Helicase_RecD	181	0.007%
2737	DUF3546	181	0.007%
2738	GILT	181	0.007%
2739	BHD_2	181	0.007%
2740	Transposase_31	180	0.007%
2741	GATase_3	180	0.007%
2742	5_3_exonuc_N	180	0.007%
2743	Tektin	180	0.007%
2744	Alpha_kinase	180	0.007%
2745	Gpi1	180	0.007%
2746	DUF3433	180	0.007%
2747	Arm-DNA-bind_3	180	0.007%
2748	GramPos_pilinD1	180	0.007%
2749	SCAMP	180	0.007%
2750	Formyl_trans_C	179	0.007%
2751	DUF1009	179	0.007%
2752	GHMP_kinases_C	179	0.007%
2753	Fz	179	0.007%
2754	NMT_C	179	0.007%
2755	IF3_N	179	0.007%
2756	PepSY_TM_like_2	179	0.007%
2757	POPLD	179	0.007%
2758	MetallophosC	179	0.007%
2759	Med25_VWA	179	0.007%
2760	Colicin	179	0.007%
2761	DUF1028	179	0.007%
2762	Reprolysin	179	0.007%
2763	Ser_hydrolase	178	0.007%
2764	Ribosomal_S5_C	178	0.007%
2765	YbaB_DNA_bd	178	0.007%
2766	DUF4163	178	0.007%
2767	DUF3732	178	0.007%
2768	GIDA_assoc	178	0.007%
2769	PTS_2-RNA	178	0.007%
2770	XRCC4	178	0.007%
2771	B9-C2	178	0.007%
2772	OrfB_Zn_ribbon	177	0.007%
2773	CoA_binding_3	177	0.007%
2774	DUF3591	177	0.007%
2775	RecT	177	0.007%
2776	TFIID-18kDa	177	0.007%
2777	IPPT	177	0.007%
2778	Kunitz_legume	177	0.007%
2779	SUR7	177	0.007%
2780	DUF4843	177	0.007%
2781	PSI	176	0.007%
2782	Jiraiya	176	0.007%
2783	Glyco_hydro_64	176	0.007%
2784	Kin17_mid	176	0.007%
2785	DUF3522	176	0.007%
2786	DUF2017	176	0.007%
2787	ABC2_membrane_4	176	0.007%
2788	Vac14_Fig4_bd	176	0.007%
2789	TAFII55_N	176	0.007%
2790	DUF2220	176	0.007%
2791	Omp28	176	0.007%
2792	NID	176	0.007%
2793	Phage_int_SAM_5	175	0.007%
2794	Fumble	175	0.007%
2795	EF-hand_4	175	0.007%
2796	Ribosomal_S3Ae	175	0.007%
2797	Ubie_methyltran	175	0.007%
2798	Aldolase_II	175	0.007%
2799	DUF4942	175	0.007%
2800	HutD	175	0.007%
2801	Muraidase	175	0.007%
2802	GFA	175	0.007%
2803	Alg14	174	0.007%
2804	Nse4_C	174	0.007%
2805	PRP3	174	0.007%
2806	TK	174	0.007%
2807	DUF953	174	0.007%
2808	Sec5	174	0.007%
2809	NAM-associated	174	0.007%
2810	HIT	174	0.007%
2811	PHY	174	0.007%
2812	PTS_IIB	173	0.007%
2813	E3_binding	173	0.007%
2814	Carbam_trans_C	173	0.007%
2815	zf-DNA_Pol	173	0.007%
2816	DUF3347	173	0.007%
2817	DFF40	173	0.007%
2818	G3P_antiterm	173	0.007%
2819	DUF1929	173	0.007%
2820	POR_N	173	0.007%
2821	PAC2	173	0.007%
2822	MOZ_SAS	173	0.007%
2823	IL8	173	0.007%
2824	PhoU	172	0.007%
2825	SHQ1	172	0.007%
2826	Rib_5-P_isom_A	172	0.007%
2827	Tfb2	172	0.007%
2828	Y_phosphatase2	172	0.007%
2829	Myb_DNA-bind_4	172	0.007%
2830	Ribosomal_S10	172	0.007%
2831	Cadherin_2	172	0.007%
2832	SecA_SW	171	0.007%
2833	PAC3	171	0.007%
2834	KH_dom-like	171	0.007%
2835	Claudin_2	171	0.007%
2836	G3P_acyltransf	171	0.007%
2837	Mob1_phocein	171	0.007%
2838	DIL	171	0.007%
2839	MENTAL	171	0.007%
2840	REJ	171	0.007%
2841	Wzy_C_2	171	0.007%
2842	E2F_CC-MB	170	0.007%
2843	DUF2182	170	0.007%
2844	Cbl_N3	170	0.007%
2845	LPMO_10	170	0.007%
2846	Ribosomal_L2_C	170	0.007%
2847	ABA_GPCR	169	0.007%
2848	Zeta_toxin	169	0.007%
2849	Thiolase_C	169	0.007%
2850	Transposase_mut	169	0.007%
2851	Peptidase_M49	169	0.007%
2852	Cob_adeno_trans	169	0.007%
2853	Tma16	169	0.007%
2854	MAGE_N	168	0.006%
2855	Acid_PPase	168	0.006%
2856	TBPIP	168	0.006%
2857	bZIP_1	168	0.006%
2858	Glyco_tran_WecB	168	0.006%
2859	ANAPC5	168	0.006%
2860	AcetylCoA_hydro	168	0.006%
2861	MHC_I_2	168	0.006%
2862	JMY	168	0.006%
2863	MT-A70	168	0.006%
2864	Ribosomal_S8	168	0.006%
2865	GPI-anchored	168	0.006%
2866	Ribosomal_L27e	167	0.006%
2867	HNH	167	0.006%
2868	PCO_ADO	167	0.006%
2869	Rpr2	167	0.006%
2870	Cbl_N2	167	0.006%
2871	FMN_bind_2	167	0.006%
2872	Pollen_Ole_e_I	167	0.006%
2873	WRKY	167	0.006%
2874	HIN	167	0.006%
2875	Lipoprotein_21	167	0.006%
2876	rRNA_processing	167	0.006%
2877	DUF3575	167	0.006%
2878	QRPTase_C	166	0.006%
2879	Complex1_51K	166	0.006%
2880	PGM_PMM_IV	166	0.006%
2881	HHH_5	166	0.006%
2882	La	166	0.006%
2883	PixA	166	0.006%
2884	DUF1768	166	0.006%
2885	TFIIIC_delta	166	0.006%
2886	RNase_P_Rpp14	166	0.006%
2887	Thg1C	166	0.006%
2888	PRA-PH	166	0.006%
2889	Glyco_hydro_65N	166	0.006%
2890	PH_9	166	0.006%
2891	DUF3710	166	0.006%
2892	Fer4_13	165	0.006%
2893	zinc_ribbon_6	165	0.006%
2894	Utp11	165	0.006%
2895	Helo_like_N	165	0.006%
2896	LytR_C	165	0.006%
2897	EVE	165	0.006%
2898	ASXH	165	0.006%
2899	Ureidogly_lyase	165	0.006%
2900	ArAE_1_C	164	0.006%
2901	Shikimate_dh_N	164	0.006%
2902	Sortilin_C	164	0.006%
2903	Ets	164	0.006%
2904	Fe_hyd_lg_C	164	0.006%
2905	LMWPc	164	0.006%
2906	SPC22	164	0.006%
2907	SAM_1	164	0.006%
2908	Auto_anti-p27	164	0.006%
2909	SBDS	164	0.006%
2910	DUF615	164	0.006%
2911	NRBF2	164	0.006%
2912	Phospholip_A2_1	164	0.006%
2913	GAIN	164	0.006%
2914	DUF1266	164	0.006%
2915	ATG101	163	0.006%
2916	TamB	163	0.006%
2917	SRR1	163	0.006%
2918	E3_UFM1_ligase	163	0.006%
2919	Lactamase_B_4	163	0.006%
2920	NTP_transf_6	163	0.006%
2921	DUF4201	163	0.006%
2922	COX6A	163	0.006%
2923	DUF2812	162	0.006%
2924	Ribosom_S30AE_C	162	0.006%
2925	DMAP1	162	0.006%
2926	FliE	162	0.006%
2927	LemA	162	0.006%
2928	NYN	162	0.006%
2929	DUF418	162	0.006%
2930	Img2	162	0.006%
2931	Med11	161	0.006%
2932	Cupredoxin_1	161	0.006%
2933	tRNA_SAD	161	0.006%
2934	LysM	161	0.006%
2935	XLF	161	0.006%
2936	HEAT_EZ	161	0.006%
2937	Zot	161	0.006%
2938	ToxN_toxin	160	0.006%
2939	Methyltransf_15	160	0.006%
2940	TIM	160	0.006%
2941	Nrap_D5	160	0.006%
2942	BAAT_C	160	0.006%
2943	Glyco_hydro_63N	160	0.006%
2944	PCIF1_WW	160	0.006%
2945	Peptidase_S26	160	0.006%
2946	Glyoxalase_3	160	0.006%
2947	Rax2	160	0.006%
2948	DUF1357_C	160	0.006%
2949	RGM_C	160	0.006%
2950	EF-hand_5	159	0.006%
2951	CDC73_C	159	0.006%
2952	Pre-SET	159	0.006%
2953	DUF1981	159	0.006%
2954	CEP76-C2	159	0.006%
2955	DUF1415	159	0.006%
2956	PGM_PMM_II	159	0.006%
2957	DUF4988	159	0.006%
2958	ANTAR	158	0.006%
2959	DUF3510	158	0.006%
2960	IL1	158	0.006%
2961	HH_signal	158	0.006%
2962	Glyco_transf_92	158	0.006%
2963	BACON	158	0.006%
2964	Phage_tail_3	157	0.006%
2965	R3H	157	0.006%
2966	SUI1	157	0.006%
2967	DUF106	157	0.006%
2968	Vut_1	157	0.006%
2969	DUF4897	157	0.006%
2970	OmpH	157	0.006%
2971	Mrr_cat	157	0.006%
2972	ZZ	157	0.006%
2973	IL28A	157	0.006%
2974	BHD_1	157	0.006%
2975	DUF2370	157	0.006%
2976	ATP-synt_DE_N	156	0.006%
2977	DUF4255	156	0.006%
2978	ribosomal_L24	156	0.006%
2979	Trigger_C	156	0.006%
2980	TPMT	156	0.006%
2981	zf-C2H2_2	156	0.006%
2982	Thr_synth_N	156	0.006%
2983	DUF2052	156	0.006%
2984	Radial_spoke_3	156	0.006%
2985	TniQ	156	0.006%
2986	DEP	156	0.006%
2987	DUF3751	155	0.006%
2988	DUF2723	155	0.006%
2989	PTS-HPr	155	0.006%
2990	YgbB	155	0.006%
2991	DUF2971	155	0.006%
2992	DUF1439	155	0.006%
2993	PPP4R2	155	0.006%
2994	Jnk-SapK_ap_N	155	0.006%
2995	VPS28	154	0.006%
2996	INTS5_C	154	0.006%
2997	DUF4505	154	0.006%
2998	Nitroreductase	154	0.006%
2999	Nro1	154	0.006%
3000	UFC1	154	0.006%
3001	CorC_HlyC	153	0.006%
3002	Pentapeptide_2	153	0.006%
3003	Lipoprotein_18	153	0.006%
3004	Trigger_N	153	0.006%
3005	RFC1	153	0.006%
3006	PEGA	153	0.006%
3007	AcetylCoA_hyd_C	153	0.006%
3008	Fzo_mitofusin	153	0.006%
3009	PRELI	153	0.006%
3010	Sec66	153	0.006%
3011	PUA_2	153	0.006%
3012	UreF	152	0.006%
3013	Hat1_N	152	0.006%
3014	SUA5	152	0.006%
3015	V-SNARE	152	0.006%
3016	COE1_DBD	152	0.006%
3017	DUF4602	152	0.006%
3018	PilX_N	152	0.006%
3019	Ni_hydr_CYTB	152	0.006%
3020	mRNA_cap_enzyme	152	0.006%
3021	WHEP-TRS	152	0.006%
3022	CRISPR_Cse2	152	0.006%
3023	Las1	152	0.006%
3024	Forkhead	152	0.006%
3025	AraC_N	151	0.006%
3026	FtsA	151	0.006%
3027	FACT-Spt16_Nlob	151	0.006%
3028	RINGv	151	0.006%
3029	CM_2	151	0.006%
3030	Mt_ATP-synt_B	151	0.006%
3031	Med21	151	0.006%
3032	PB1	151	0.006%
3033	BCDHK_Adom3	151	0.006%
3034	AXE1	151	0.006%
3035	DUF4477	151	0.006%
3036	ANAPC10	151	0.006%
3037	DUF3298	150	0.006%
3038	Mga	150	0.006%
3039	DUF1997	150	0.006%
3040	FAD_syn	150	0.006%
3041	DUF1241	150	0.006%
3042	BTD	150	0.006%
3043	POT1PC	150	0.006%
3044	GyrI-like	150	0.006%
3045	NIDO	150	0.006%
3046	SRAP	150	0.006%
3047	DinB_2	150	0.006%
3048	RuvC	150	0.006%
3049	FYRC	150	0.006%
3050	Phage-tail_3	149	0.006%
3051	BP28CT	149	0.006%
3052	UCR_14kD	149	0.006%
3053	DHHA2	149	0.006%
3054	YscJ_FliF_C	149	0.006%
3055	Mu-like_Pro	149	0.006%
3056	PapC_N	149	0.006%
3057	Mpp10	148	0.006%
3058	Cullin_binding	148	0.006%
3059	THEG	148	0.006%
3060	SMC_ScpB	148	0.006%
3061	DUF4115	148	0.006%
3062	CAP_C	148	0.006%
3063	PRP8_domainIV	148	0.006%
3064	RTP1_C1	148	0.006%
3065	DDE_Tnp_1_4	148	0.006%
3066	SWI-SNF_Ssr4	148	0.006%
3067	zf-CCCH	147	0.006%
3068	DUF2796	147	0.006%
3069	Phycobilisome	147	0.006%
3070	UPF0016	147	0.006%
3071	NAP	147	0.006%
3072	RNA_pol_L_2	147	0.006%
3073	zf-TRAF	147	0.006%
3074	2_5_RNA_ligase2	147	0.006%
3075	PI3K_rbd	147	0.006%
3076	Peptidase_M15	147	0.006%
3077	zf-PARP	147	0.006%
3078	Oxidored_q3	147	0.006%
3079	MscL	147	0.006%
3080	Palm_thioest	147	0.006%
3081	Rad52_Rad22	147	0.006%
3082	DDE_Tnp_1_assoc	147	0.006%
3083	Chalcone_3	146	0.006%
3084	DUF1990	146	0.006%
3085	FF	146	0.006%
3086	SSI	146	0.006%
3087	PIH1	146	0.006%
3088	DUF3456	145	0.006%
3089	B12-binding_2	145	0.006%
3090	EPL1	145	0.006%
3091	DUF150	145	0.006%
3092	OST3_OST6	145	0.006%
3093	FDX-ACB	145	0.006%
3094	Leptin	145	0.006%
3095	SCF	145	0.006%
3096	HSNSD	145	0.006%
3097	Ribosomal_L6	145	0.006%
3098	Ribosomal_L6e	145	0.006%
3099	DUF3093	145	0.006%
3100	Sec2p	145	0.006%
3101	PadR	144	0.006%
3102	Cadherin-like	144	0.006%
3103	NCU-G1	144	0.006%
3104	DUF2974	144	0.006%
3105	Rrp44_S1	144	0.006%
3106	Bot1p	144	0.006%
3107	IGPD	144	0.006%
3108	SPARC_Ca_bdg	144	0.006%
3109	Tmemb_9	143	0.006%
3110	Utp13	143	0.006%
3111	ClpS	143	0.006%
3112	Sterol-sensing	143	0.006%
3113	Mod_r	143	0.006%
3114	XdhC_C	143	0.006%
3115	DUF2854	143	0.006%
3116	SEP	143	0.006%
3117	TspO_MBR	143	0.006%
3118	DUF4333	143	0.006%
3119	Lipoprotein_Ltp	143	0.006%
3120	PPR_long	142	0.005%
3121	BolA	142	0.005%
3122	Ribosomal_S21	142	0.005%
3123	PDDEXK_2	142	0.005%
3124	DUF4336	142	0.005%
3125	2Fe-2S_thioredx	142	0.005%
3126	MalM	142	0.005%
3127	EPO_TPO	142	0.005%
3128	AzlC	141	0.005%
3129	FAM176	141	0.005%
3130	Flg_bb_rod	141	0.005%
3131	DUF846	141	0.005%
3132	HELP	141	0.005%
3133	Lebercilin	141	0.005%
3134	Acetyltransf_8	140	0.005%
3135	Mog1	140	0.005%
3136	DUF760	140	0.005%
3137	rRNA_methylase	140	0.005%
3138	FliMN_C	140	0.005%
3139	TIM21	140	0.005%
3140	NfeD	140	0.005%
3141	Nup54	140	0.005%
3142	DUF3395	140	0.005%
3143	Cyt_bd_oxida_I	139	0.005%
3144	DALR_2	139	0.005%
3145	DUF3336	139	0.005%
3146	PFK	139	0.005%
3147	CHB_HEX	139	0.005%
3148	SPC12	139	0.005%
3149	DSPn	139	0.005%
3150	Aida_C2	139	0.005%
3151	ABC_trans_N	139	0.005%
3152	ORMDL	139	0.005%
3153	FeS_assembly_P	139	0.005%
3154	DMRL_synthase	139	0.005%
3155	Pyocin_S	139	0.005%
3156	SPOUT_MTase	138	0.005%
3157	SmpB	138	0.005%
3158	G10	138	0.005%
3159	PolyA_pol_RNAbd	138	0.005%
3160	Peptidase_M3_N	138	0.005%
3161	DUF5317	138	0.005%
3162	CPSase_sm_chain	138	0.005%
3163	Fez1	138	0.005%
3164	KilA-N	138	0.005%
3165	DMT_YdcZ	138	0.005%
3166	ASL_C2	137	0.005%
3167	DUF1731	137	0.005%
3168	Tyr_Deacylase	137	0.005%
3169	VRR_NUC	137	0.005%
3170	Tn7_Tnp_TnsA_N	137	0.005%
3171	SRA1	137	0.005%
3172	DnaG_DnaB_bind	137	0.005%
3173	DUF4328	137	0.005%
3174	DHquinase_II	137	0.005%
3175	VHS	137	0.005%
3176	Beta-lactamase2	137	0.005%
3177	A2M_N_2	137	0.005%
3178	2CSK_N	136	0.005%
3179	ArAE_1	136	0.005%
3180	zf-UBR	136	0.005%
3181	RNA_pol_Rpb1_7	136	0.005%
3182	RFX_DNA_binding	136	0.005%
3183	DUF2263	136	0.005%
3184	PRP1_N	136	0.005%
3185	eIF3_N	136	0.005%
3186	UPA	136	0.005%
3187	Dimerisation	136	0.005%
3188	BioY	136	0.005%
3189	Ribosomal_L36e	136	0.005%
3190	LKAAEAR	135	0.005%
3191	ArgoL2	135	0.005%
3192	DUF348	135	0.005%
3193	CPL	135	0.005%
3194	GRASP55_65	135	0.005%
3195	Vps51	135	0.005%
3196	DUF572	135	0.005%
3197	SAD_SRA	135	0.005%
3198	Prok-E2_D	135	0.005%
3199	DUF4131	135	0.005%
3200	PriC	135	0.005%
3201	DUF456	135	0.005%
3202	PID	135	0.005%
3203	GWT1	135	0.005%
3204	Vps54	135	0.005%
3205	SecB	134	0.005%
3206	RloB	134	0.005%
3207	zf-HYPF	134	0.005%
3208	TPP_enzyme_M	134	0.005%
3209	TGS	134	0.005%
3210	DUF3429	134	0.005%
3211	Nrap_D4	134	0.005%
3212	DUF4251	134	0.005%
3213	ATP-synt_D	134	0.005%
3214	Ribonuc_2-5A	134	0.005%
3215	Methyltransf_18	134	0.005%
3216	NYN_YacP	134	0.005%
3217	Fimbrial	134	0.005%
3218	GCSF	134	0.005%
3219	MoaC	134	0.005%
3220	AATF-Che1	134	0.005%
3221	Autophagy_act_C	134	0.005%
3222	Zn_protease	134	0.005%
3223	GCR1_C	134	0.005%
3224	THF_DHG_CYH_C	134	0.005%
3225	DUF1681	134	0.005%
3226	FLgD_tudor	134	0.005%
3227	Phage_AlpA	133	0.005%
