Orthologous Groups Frequency Analysis
==================================================

Files processed: 27,866
Files with orthologous_groups: 18,159
Total orthologous_groups instances: 88,315
Unique orthologous_groups types: 57,191

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
45248	COG0466@2|Bacteria	1	0.001%
45249	1MUV2@1224|Proteobacteria	1	0.001%
45250	2VIAU@28216|Betaproteobacteria	1	0.001%
45251	1K10Y@119060|Burkholderiaceae	1	0.001%
45252	1RMGN@1236|Gammaproteobacteria	1	0.001%
45253	COG0495@2|Bacteria	1	0.001%
45254	1MV47@1224|Proteobacteria	1	0.001%
45255	1RP14@1236|Gammaproteobacteria	1	0.001%
45256	1J4T4@118884|unclassified Gammaproteobacteria	1	0.001%
45257	2NNXI@2323|unclassified Bacteria	1	0.001%
45258	1TQ7J@1239|Firmicutes	1	0.001%
45259	248EG@186801|Clostridia	1	0.001%
45260	268G8@186813|unclassified Clostridiales	1	0.001%
45261	1MUJF@1224|Proteobacteria	1	0.001%
45262	1RNAQ@1236|Gammaproteobacteria	1	0.001%
45263	3Z1ET@583|Proteus	1	0.001%
45264	1MUJZ@1224|Proteobacteria	1	0.001%
45265	2VHDH@28216|Betaproteobacteria	1	0.001%
45266	3T1D5@506|Alcaligenaceae	1	0.001%
45267	378W9@32066|Fusobacteria	1	0.001%
45268	COG0176@2|Bacteria	1	0.001%
45269	1MWQ8@1224|Proteobacteria	1	0.001%
45270	1RMS0@1236|Gammaproteobacteria	1	0.001%
45271	1MV2F@1224|Proteobacteria	1	0.001%
45272	1RNR3@1236|Gammaproteobacteria	1	0.001%
45273	282HD@191675|unclassified Enterobacteriaceae	1	0.001%
45274	COG0757@1|root	1	0.001%
45275	COG0757@2|Bacteria	1	0.001%
45276	1RDDT@1224|Proteobacteria	1	0.001%
45277	1S3PX@1236|Gammaproteobacteria	1	0.001%
45278	COG0290@2|Bacteria	1	0.001%
45279	1RDD2@1224|Proteobacteria	1	0.001%
45280	2U58Z@28211|Alphaproteobacteria	1	0.001%
45281	2PC88@252301|Oceanicola	1	0.001%
45282	1RH3A@1224|Proteobacteria	1	0.001%
45283	1S5XX@1236|Gammaproteobacteria	1	0.001%
45284	3NN51@468|Moraxellaceae	1	0.001%
45285	1MUGZ@1224|Proteobacteria	1	0.001%
45286	1RMFQ@1236|Gammaproteobacteria	1	0.001%
45287	1RD4A@1224|Proteobacteria	1	0.001%
45288	1S3Q7@1236|Gammaproteobacteria	1	0.001%
45289	1WYAT@135613|Chromatiales	1	0.001%
45290	2VI8D@28216|Betaproteobacteria	1	0.001%
45291	1KJJ0@119065|unclassified Burkholderiales	1	0.001%
45292	COG0013@2|Bacteria	1	0.001%
45293	1MU9A@1224|Proteobacteria	1	0.001%
45294	1RMWZ@1236|Gammaproteobacteria	1	0.001%
45295	3Z80M@586|Providencia	1	0.001%
45296	1MV28@1224|Proteobacteria	1	0.001%
45297	1RM7Q@1236|Gammaproteobacteria	1	0.001%
45298	1MPR4@122277|Pectobacterium	1	0.001%
45299	COG0054@1|root	1	0.001%
45300	COG0054@2|Bacteria	1	0.001%
45301	1RD9J@1224|Proteobacteria	1	0.001%
45302	1S3WD@1236|Gammaproteobacteria	1	0.001%
45303	3Z7IC@586|Providencia	1	0.001%
45304	COG0413@2|Bacteria	1	0.001%
45305	1MU3B@1224|Proteobacteria	1	0.001%
45306	1RM8D@1236|Gammaproteobacteria	1	0.001%
45307	1XSV3@135623|Vibrionales	1	0.001%
45308	COG0685@2|Bacteria	1	0.001%
45309	1MUC9@1224|Proteobacteria	1	0.001%
45310	2VHHI@28216|Betaproteobacteria	1	0.001%
45311	1K09X@119060|Burkholderiaceae	1	0.001%
45312	2VGZF@28216|Betaproteobacteria	1	0.001%
45313	1K0P7@119060|Burkholderiaceae	1	0.001%
45314	38EDR@33154|Opisthokonta	1	0.001%
45315	3NU3S@4751|Fungi	1	0.001%
45316	1GVS0@112252|Fungi incertae sedis	1	0.001%
45317	39Y4B@33154|Opisthokonta	1	0.001%
45318	3P0U0@4751|Fungi	1	0.001%
45319	1GWFP@112252|Fungi incertae sedis	1	0.001%
45320	3NYTE@4751|Fungi	1	0.001%
45321	1GY9P@112252|Fungi incertae sedis	1	0.001%
45322	3A42N@33154|Opisthokonta	1	0.001%
45323	3P4F9@4751|Fungi	1	0.001%
45324	1GVUC@112252|Fungi incertae sedis	1	0.001%
45325	2CR3V@1|root	1	0.001%
45326	2R6RQ@2759|Eukaryota	1	0.001%
45327	395TY@33154|Opisthokonta	1	0.001%
45328	3Q2XV@4751|Fungi	1	0.001%
45329	1GY6B@112252|Fungi incertae sedis	1	0.001%
45330	2T9V8@2759|Eukaryota	1	0.001%
45331	394MH@33154|Opisthokonta	1	0.001%
45332	3Q1QQ@4751|Fungi	1	0.001%
45333	1GVKU@112252|Fungi incertae sedis	1	0.001%
45334	2AYNI@1|root	1	0.001%
45335	2S03N@2759|Eukaryota	1	0.001%
45336	39MA1@33154|Opisthokonta	1	0.001%
45337	3PD5R@4751|Fungi	1	0.001%
45338	1GTNM@112252|Fungi incertae sedis	1	0.001%
45339	39S2V@33154|Opisthokonta	1	0.001%
45340	3P06U@4751|Fungi	1	0.001%
45341	1GTZ1@112252|Fungi incertae sedis	1	0.001%
45342	39XD7@33154|Opisthokonta	1	0.001%
45343	3P0RC@4751|Fungi	1	0.001%
45344	1GV5R@112252|Fungi incertae sedis	1	0.001%
45345	293W0@1|root	1	0.001%
45346	2RASW@2759|Eukaryota	1	0.001%
45347	3AX78@33154|Opisthokonta	1	0.001%
45348	3Q228@4751|Fungi	1	0.001%
45349	1GWVN@112252|Fungi incertae sedis	1	0.001%
45350	3W3I6@5338|Agaricales	1	0.001%
45351	38EWR@33154|Opisthokonta	1	0.001%
45352	3NUW9@4751|Fungi	1	0.001%
45353	1GSNE@112252|Fungi incertae sedis	1	0.001%
45354	KOG2997@1|root	1	0.001%
45355	KOG2997@2759|Eukaryota	1	0.001%
45356	38DRF@33154|Opisthokonta	1	0.001%
45357	3NWWI@4751|Fungi	1	0.001%
45358	1GVS4@112252|Fungi incertae sedis	1	0.001%
45359	38CNN@33154|Opisthokonta	1	0.001%
45360	3NV4H@4751|Fungi	1	0.001%
45361	1GWI7@112252|Fungi incertae sedis	1	0.001%
45362	2C1D1@1|root	1	0.001%
45363	2S2PE@2759|Eukaryota	1	0.001%
45364	3A4VK@33154|Opisthokonta	1	0.001%
45365	3P45H@4751|Fungi	1	0.001%
45366	1GTYZ@112252|Fungi incertae sedis	1	0.001%
45367	KOG4751@1|root	1	0.001%
45368	KOG4751@2759|Eukaryota	1	0.001%
45369	38E5R@33154|Opisthokonta	1	0.001%
45370	3NW70@4751|Fungi	1	0.001%
45371	1GVRF@112252|Fungi incertae sedis	1	0.001%
45372	39373@33154|Opisthokonta	1	0.001%
45373	3NUYE@4751|Fungi	1	0.001%
45374	1GWIF@112252|Fungi incertae sedis	1	0.001%
45375	KOG2259@1|root	1	0.001%
45376	KOG2259@2759|Eukaryota	1	0.001%
45377	38GR0@33154|Opisthokonta	1	0.001%
45378	3P1FX@4751|Fungi	1	0.001%
45379	1GSIF@112252|Fungi incertae sedis	1	0.001%
45380	1G1BG@1117|Cyanobacteria	1	0.001%
45381	1H8M5@1150|Oscillatoriales	1	0.001%
45382	KOG1555@2759|Eukaryota	1	0.001%
45383	38HWH@33154|Opisthokonta	1	0.001%
45384	3P1DI@4751|Fungi	1	0.001%
45385	1GT13@112252|Fungi incertae sedis	1	0.001%
45386	2CZWY@1|root	1	0.001%
45387	2SBZF@2759|Eukaryota	1	0.001%
45388	3AX84@33154|Opisthokonta	1	0.001%
45389	3Q23N@4751|Fungi	1	0.001%
45390	1GWYG@112252|Fungi incertae sedis	1	0.001%
45391	3P1N9@4751|Fungi	1	0.001%
45392	1GSDU@112252|Fungi incertae sedis	1	0.001%
45393	2DYF2@1|root	1	0.001%
45394	2S6UN@2759|Eukaryota	1	0.001%
45395	3A557@33154|Opisthokonta	1	0.001%
45396	3P4ME@4751|Fungi	1	0.001%
45397	1GUUZ@112252|Fungi incertae sedis	1	0.001%
45398	2E7DQ@1|root	1	0.001%
45399	2SE04@2759|Eukaryota	1	0.001%
45400	3AE0X@33154|Opisthokonta	1	0.001%
45401	3P9N0@4751|Fungi	1	0.001%
45402	1GUXD@112252|Fungi incertae sedis	1	0.001%
45403	2RAQI@2759|Eukaryota	1	0.001%
45404	3AX4U@33154|Opisthokonta	1	0.001%
45405	3Q1YG@4751|Fungi	1	0.001%
45406	1GWG9@112252|Fungi incertae sedis	1	0.001%
45407	28P3E@1|root	1	0.001%
45408	2QVPZ@2759|Eukaryota	1	0.001%
45409	3917R@33154|Opisthokonta	1	0.001%
45410	3NWBE@4751|Fungi	1	0.001%
45411	38KYC@33154|Opisthokonta	1	0.001%
45412	3P02A@4751|Fungi	1	0.001%
45413	1GVJ3@112252|Fungi incertae sedis	1	0.001%
45414	2E7ZZ@1|root	1	0.001%
45415	2SEHU@2759|Eukaryota	1	0.001%
45416	3ACVT@33154|Opisthokonta	1	0.001%
45417	3P96C@4751|Fungi	1	0.001%
45418	1GWKK@112252|Fungi incertae sedis	1	0.001%
45419	2C81R@1|root	1	0.001%
45420	2RARP@2759|Eukaryota	1	0.001%
45421	3ASVI@33154|Opisthokonta	1	0.001%
45422	3PIMK@4751|Fungi	1	0.001%
45423	1GWQ0@112252|Fungi incertae sedis	1	0.001%
45424	2ARSU@1|root	1	0.001%
45425	2RZN1@2759|Eukaryota	1	0.001%
45426	3A38A@33154|Opisthokonta	1	0.001%
45427	3P3JW@4751|Fungi	1	0.001%
45428	39CGA@33154|Opisthokonta	1	0.001%
45429	3BI01@33208|Metazoa	1	0.001%
45430	3CYEY@33213|Bilateria	1	0.001%
45431	4803D@7711|Chordata	1	0.001%
45432	KOG3391@1|root	1	0.001%
45433	KOG3391@2759|Eukaryota	1	0.001%
45434	38EFX@33154|Opisthokonta	1	0.001%
45435	3P7AU@4751|Fungi	1	0.001%
45436	1GUU3@112252|Fungi incertae sedis	1	0.001%
45437	2E12J@1|root	1	0.001%
45438	2S8F3@2759|Eukaryota	1	0.001%
45439	3A9DU@33154|Opisthokonta	1	0.001%
45440	3P7Z0@4751|Fungi	1	0.001%
45441	1GTS3@112252|Fungi incertae sedis	1	0.001%
45442	2C8J4@1|root	1	0.001%
45443	2RAKW@2759|Eukaryota	1	0.001%
45444	3AX0G@33154|Opisthokonta	1	0.001%
45445	3Q1T9@4751|Fungi	1	0.001%
45446	1GVWK@112252|Fungi incertae sedis	1	0.001%
45447	38FST@33154|Opisthokonta	1	0.001%
45448	3P3N3@4751|Fungi	1	0.001%
45449	3V0Z1@5204|Basidiomycota	1	0.001%
45450	224W7@155619|Agaricomycetes	1	0.001%
45451	KOG1415@1|root	1	0.001%
45452	KOG1415@2759|Eukaryota	1	0.001%
45453	397B7@33154|Opisthokonta	1	0.001%
45454	3NUZS@4751|Fungi	1	0.001%
45455	1GVJJ@112252|Fungi incertae sedis	1	0.001%
45456	1GUD5@112252|Fungi incertae sedis	1	0.001%
45457	2EZ1B@1|root	1	0.001%
45458	2T0F9@2759|Eukaryota	1	0.001%
45459	3ATTV@33154|Opisthokonta	1	0.001%
45460	3PGWN@4751|Fungi	1	0.001%
45461	3NW1B@4751|Fungi	1	0.001%
45462	1GTU1@112252|Fungi incertae sedis	1	0.001%
45463	3QMUK@4890|Ascomycota	1	0.001%
45464	214MA@147550|Sordariomycetes	1	0.001%
45465	2C3J7@1|root	1	0.001%
45466	2S2TY@2759|Eukaryota	1	0.001%
45467	39UT8@33154|Opisthokonta	1	0.001%
45468	3P0KI@4751|Fungi	1	0.001%
45469	3QQE1@4890|Ascomycota	1	0.001%
45470	1ZZMT@147541|Dothideomycetes	1	0.001%
45471	4KES2@92860|Pleosporales	1	0.001%
45472	38ERD@33154|Opisthokonta	1	0.001%
45473	3NZSW@4751|Fungi	1	0.001%
45474	1GU7P@112252|Fungi incertae sedis	1	0.001%
45475	4833X@7711|Chordata	1	0.001%
45476	4986G@7742|Vertebrata	1	0.001%
45477	49SS9@7898|Actinopterygii	1	0.001%
45478	2DPNP@1|root	1	0.001%
45479	2QRNN@2759|Eukaryota	1	0.001%
45480	3AGIE@33154|Opisthokonta	1	0.001%
45481	3Q5BA@4751|Fungi	1	0.001%
45482	1GWNP@112252|Fungi incertae sedis	1	0.001%
45483	2C3ZM@1|root	1	0.001%
45484	2RZN2@2759|Eukaryota	1	0.001%
45485	3A46F@33154|Opisthokonta	1	0.001%
45486	3P4PX@4751|Fungi	1	0.001%
45487	3V1CT@5204|Basidiomycota	1	0.001%
45488	3VEZT@5234|Tremellales	1	0.001%
45489	3NYX5@4751|Fungi	1	0.001%
45490	1GV70@112252|Fungi incertae sedis	1	0.001%
45491	3NXD0@4751|Fungi	1	0.001%
45492	1GTPC@112252|Fungi incertae sedis	1	0.001%
45493	28IQ5@1|root	1	0.001%
45494	2QR19@2759|Eukaryota	1	0.001%
45495	3QGZ9@4776|Peronosporales	1	0.001%
45496	3BE0K@33208|Metazoa	1	0.001%
45497	3CV8T@33213|Bilateria	1	0.001%
45498	47Z5A@7711|Chordata	1	0.001%
45499	39SCC@33154|Opisthokonta	1	0.001%
45500	3BIGX@33208|Metazoa	1	0.001%
45501	3CU7F@33213|Bilateria	1	0.001%
45502	484NS@7711|Chordata	1	0.001%
45503	3Q61S@4751|Fungi	1	0.001%
45504	2C0N7@1|root	1	0.001%
45505	2S3MD@2759|Eukaryota	1	0.001%
45506	3A5MQ@33154|Opisthokonta	1	0.001%
45507	3Q4AK@4751|Fungi	1	0.001%
45508	1GUC2@112252|Fungi incertae sedis	1	0.001%
45509	2CXIS@1|root	1	0.001%
45510	2RXWC@2759|Eukaryota	1	0.001%
45511	3A19Z@33154|Opisthokonta	1	0.001%
45512	2D8J3@1|root	1	0.001%
45513	2TAFD@2759|Eukaryota	1	0.001%
45514	395DY@33154|Opisthokonta	1	0.001%
45515	3Q2HI@4751|Fungi	1	0.001%
45516	1GXNE@112252|Fungi incertae sedis	1	0.001%
45517	2C4BK@1|root	1	0.001%
45518	2S2VI@2759|Eukaryota	1	0.001%
45519	3A59Z@33154|Opisthokonta	1	0.001%
45520	3P4VY@4751|Fungi	1	0.001%
45521	3QUX0@4890|Ascomycota	1	0.001%
45522	20KJ3@147545|Eurotiomycetes	1	0.001%
45523	3S90Y@5042|Eurotiales	1	0.001%
45524	2E1K8@1|root	1	0.001%
45525	2S8X0@2759|Eukaryota	1	0.001%
45526	3AD71@33154|Opisthokonta	1	0.001%
45527	3P8I1@4751|Fungi	1	0.001%
45528	3V2T6@5204|Basidiomycota	1	0.001%
45529	22AU0@155619|Agaricomycetes	1	0.001%
45530	3W8AA@5338|Agaricales	1	0.001%
45531	3NXYK@4751|Fungi	1	0.001%
45532	1GWWK@112252|Fungi incertae sedis	1	0.001%
45533	28K0E@1|root	1	0.001%
45534	2QSEW@2759|Eukaryota	1	0.001%
45535	39S23@33154|Opisthokonta	1	0.001%
45536	3NY17@4751|Fungi	1	0.001%
45537	1GTBF@112252|Fungi incertae sedis	1	0.001%
45538	KOG2519@2759|Eukaryota	1	0.001%
45539	3A63R@33154|Opisthokonta	1	0.001%
45540	3P650@4751|Fungi	1	0.001%
45541	1GUKG@112252|Fungi incertae sedis	1	0.001%
45542	1GWMI@112252|Fungi incertae sedis	1	0.001%
45543	28HU9@1|root	1	0.001%
45544	2QQ5B@2759|Eukaryota	1	0.001%
45545	38BJ9@33154|Opisthokonta	1	0.001%
45546	3NU01@4751|Fungi	1	0.001%
45547	1GT5F@112252|Fungi incertae sedis	1	0.001%
45548	38C1N@33154|Opisthokonta	1	0.001%
45549	3NV4P@4751|Fungi	1	0.001%
45550	1GVGN@112252|Fungi incertae sedis	1	0.001%
45551	1GV5N@112252|Fungi incertae sedis	1	0.001%
45552	39TSG@33154|Opisthokonta	1	0.001%
45553	3P16E@4751|Fungi	1	0.001%
45554	293IK@1|root	1	0.001%
45555	2RAFG@2759|Eukaryota	1	0.001%
45556	3AWV4@33154|Opisthokonta	1	0.001%
45557	3Q1MD@4751|Fungi	1	0.001%
45558	1GV51@112252|Fungi incertae sedis	1	0.001%
45559	1GVE1@112252|Fungi incertae sedis	1	0.001%
45560	38CB8@33154|Opisthokonta	1	0.001%
45561	3NUZT@4751|Fungi	1	0.001%
45562	1GVUZ@112252|Fungi incertae sedis	1	0.001%
45563	KOG4646@1|root	1	0.001%
45564	KOG4646@2759|Eukaryota	1	0.001%
45565	38GG6@33154|Opisthokonta	1	0.001%
45566	3P8QY@4751|Fungi	1	0.001%
45567	1GXXN@112252|Fungi incertae sedis	1	0.001%
45568	2F918@1|root	1	0.001%
45569	2TA6E@2759|Eukaryota	1	0.001%
45570	39527@33154|Opisthokonta	1	0.001%
45571	3Q25Z@4751|Fungi	1	0.001%
45572	1GX2Q@112252|Fungi incertae sedis	1	0.001%
45573	28JAB@1|root	1	0.001%
45574	2QRP5@2759|Eukaryota	1	0.001%
45575	38RAA@33154|Opisthokonta	1	0.001%
45576	3NWR5@4751|Fungi	1	0.001%
45577	3QPG8@4890|Ascomycota	1	0.001%
45578	1ZZ1U@147541|Dothideomycetes	1	0.001%
45579	28PRC@1|root	1	0.001%
45580	2QWDT@2759|Eukaryota	1	0.001%
45581	39AAF@33154|Opisthokonta	1	0.001%
45582	3Q528@4751|Fungi	1	0.001%
45583	1GVDN@112252|Fungi incertae sedis	1	0.001%
45584	2F947@1|root	1	0.001%
45585	2TA9G@2759|Eukaryota	1	0.001%
45586	3955Y@33154|Opisthokonta	1	0.001%
45587	3Q2A2@4751|Fungi	1	0.001%
45588	1GX9I@112252|Fungi incertae sedis	1	0.001%
45589	395DW@33154|Opisthokonta	1	0.001%
45590	3Q2KU@4751|Fungi	1	0.001%
45591	1GXSM@112252|Fungi incertae sedis	1	0.001%
45592	38C38@33154|Opisthokonta	1	0.001%
45593	3NV4X@4751|Fungi	1	0.001%
45594	1GSJG@112252|Fungi incertae sedis	1	0.001%
45595	3Q54H@4751|Fungi	1	0.001%
45596	1GTNF@112252|Fungi incertae sedis	1	0.001%
45597	2GK1A@201174|Actinobacteria	1	0.001%
45598	3NWFW@4751|Fungi	1	0.001%
45599	1GSE9@112252|Fungi incertae sedis	1	0.001%
45600	292SS@1|root	1	0.001%
45601	2R9PE@2759|Eukaryota	1	0.001%
45602	39TDZ@33154|Opisthokonta	1	0.001%
45603	3NVYS@4751|Fungi	1	0.001%
45604	1GUJY@112252|Fungi incertae sedis	1	0.001%
45605	3NWGI@4751|Fungi	1	0.001%
45606	39PTP@33154|Opisthokonta	1	0.001%
45607	3Q62Q@4751|Fungi	1	0.001%
45608	1GW78@112252|Fungi incertae sedis	1	0.001%
45609	2BXQ4@1|root	1	0.001%
45610	2TA4W@2759|Eukaryota	1	0.001%
45611	3950A@33154|Opisthokonta	1	0.001%
45612	3Q23T@4751|Fungi	1	0.001%
45613	1GWYT@112252|Fungi incertae sedis	1	0.001%
45614	KOG2249@2759|Eukaryota	1	0.001%
45615	3A1XU@33154|Opisthokonta	1	0.001%
45616	3NYIT@4751|Fungi	1	0.001%
45617	1GUCM@112252|Fungi incertae sedis	1	0.001%
45618	KOG3091@1|root	1	0.001%
45619	KOG3091@2759|Eukaryota	1	0.001%
45620	38C34@33154|Opisthokonta	1	0.001%
45621	3NVWB@4751|Fungi	1	0.001%
45622	1GV57@112252|Fungi incertae sedis	1	0.001%
45623	KOG2389@1|root	1	0.001%
45624	KOG4336@2759|Eukaryota	1	0.001%
45625	39TC8@33154|Opisthokonta	1	0.001%
45626	3P7K1@4751|Fungi	1	0.001%
45627	1GU51@112252|Fungi incertae sedis	1	0.001%
45628	293VI@1|root	1	0.001%
45629	2RASE@2759|Eukaryota	1	0.001%
45630	3AX6N@33154|Opisthokonta	1	0.001%
45631	3Q219@4751|Fungi	1	0.001%
45632	1GWTQ@112252|Fungi incertae sedis	1	0.001%
45633	KOG2804@2759|Eukaryota	1	0.001%
45634	38HWT@33154|Opisthokonta	1	0.001%
45635	3NV4B@4751|Fungi	1	0.001%
45636	1GRTD@112252|Fungi incertae sedis	1	0.001%
45637	COG5291@1|root	1	0.001%
45638	KOG0858@2759|Eukaryota	1	0.001%
45639	38H7C@33154|Opisthokonta	1	0.001%
45640	3P49W@4751|Fungi	1	0.001%
45641	1GUNZ@112252|Fungi incertae sedis	1	0.001%
45642	COG2376@1|root	1	0.001%
45643	KOG2426@2759|Eukaryota	1	0.001%
45644	38CK2@33154|Opisthokonta	1	0.001%
45645	3NUS7@4751|Fungi	1	0.001%
45646	1GTQX@112252|Fungi incertae sedis	1	0.001%
45647	2CS62@1|root	1	0.001%
45648	2RAIV@2759|Eukaryota	1	0.001%
45649	3AWYE@33154|Opisthokonta	1	0.001%
45650	3Q1R1@4751|Fungi	1	0.001%
45651	1GVMI@112252|Fungi incertae sedis	1	0.001%
45652	28P6R@1|root	1	0.001%
45653	2QVTM@2759|Eukaryota	1	0.001%
45654	39RKX@33154|Opisthokonta	1	0.001%
45655	3NX9I@4751|Fungi	1	0.001%
45656	1GTMF@112252|Fungi incertae sedis	1	0.001%
45657	38CY2@33154|Opisthokonta	1	0.001%
45658	3NU18@4751|Fungi	1	0.001%
45659	1GS61@112252|Fungi incertae sedis	1	0.001%
45660	39YK6@33154|Opisthokonta	1	0.001%
45661	3NZSR@4751|Fungi	1	0.001%
45662	2E5NU@1|root	1	0.001%
45663	2SCFU@2759|Eukaryota	1	0.001%
45664	3AR28@33154|Opisthokonta	1	0.001%
45665	3PGIQ@4751|Fungi	1	0.001%
45666	1GUKT@112252|Fungi incertae sedis	1	0.001%
45667	38BB5@33154|Opisthokonta	1	0.001%
45668	3NUMG@4751|Fungi	1	0.001%
45669	1GTKC@112252|Fungi incertae sedis	1	0.001%
45670	2E2Q1@1|root	1	0.001%
45671	2S9WZ@2759|Eukaryota	1	0.001%
45672	3A9IF@33154|Opisthokonta	1	0.001%
45673	3P89F@4751|Fungi	1	0.001%
45674	2DKTM@1|root	1	0.001%
45675	2S63G@2759|Eukaryota	1	0.001%
45676	3A6I4@33154|Opisthokonta	1	0.001%
45677	3P6CZ@4751|Fungi	1	0.001%
45678	1GU6C@112252|Fungi incertae sedis	1	0.001%
45679	2E2KJ@1|root	1	0.001%
45680	2S9TU@2759|Eukaryota	1	0.001%
45681	3AAWW@33154|Opisthokonta	1	0.001%
45682	3P7R7@4751|Fungi	1	0.001%
45683	1GUFH@112252|Fungi incertae sedis	1	0.001%
45684	2CS9F@1|root	1	0.001%
45685	2RAXZ@2759|Eukaryota	1	0.001%
45686	3AXCM@33154|Opisthokonta	1	0.001%
45687	3Q2AF@4751|Fungi	1	0.001%
45688	1GXA8@112252|Fungi incertae sedis	1	0.001%
45689	1GTQZ@112252|Fungi incertae sedis	1	0.001%
45690	2BZ0M@1|root	1	0.001%
45691	2QS59@2759|Eukaryota	1	0.001%
45692	39KQU@33154|Opisthokonta	1	0.001%
45693	3P5WS@4751|Fungi	1	0.001%
45694	1GXFM@112252|Fungi incertae sedis	1	0.001%
45695	38E8W@33154|Opisthokonta	1	0.001%
45696	3NYE9@4751|Fungi	1	0.001%
45697	1GS57@112252|Fungi incertae sedis	1	0.001%
45698	3AWWB@33154|Opisthokonta	1	0.001%
45699	3Q1NH@4751|Fungi	1	0.001%
45700	1GVAP@112252|Fungi incertae sedis	1	0.001%
45701	3NV5F@4751|Fungi	1	0.001%
45702	1GSWR@112252|Fungi incertae sedis	1	0.001%
45703	1GS7U@112252|Fungi incertae sedis	1	0.001%
45704	1GXEU@112252|Fungi incertae sedis	1	0.001%
45705	3P2UG@4751|Fungi	1	0.001%
45706	3V4AQ@5204|Basidiomycota	1	0.001%
45707	22E6U@155619|Agaricomycetes	1	0.001%
45708	3H8AK@355688|Agaricomycetes incertae sedis	1	0.001%
45709	KOG3484@1|root	1	0.001%
45710	KOG3484@2759|Eukaryota	1	0.001%
45711	3A5MN@33154|Opisthokonta	1	0.001%
45712	3BSNY@33208|Metazoa	1	0.001%
45713	3D97K@33213|Bilateria	1	0.001%
45714	420JX@6656|Arthropoda	1	0.001%
45715	3SNVP@50557|Insecta	1	0.001%
45716	46IXJ@7399|Hymenoptera	1	0.001%
45717	1GTG2@112252|Fungi incertae sedis	1	0.001%
45718	3Q13S@4751|Fungi	1	0.001%
45719	1GX8M@112252|Fungi incertae sedis	1	0.001%
45720	1V15Y@1239|Firmicutes	1	0.001%
45721	24NU9@186801|Clostridia	1	0.001%
45722	27QQ6@186928|unclassified Lachnospiraceae	1	0.001%
45723	38H9B@33154|Opisthokonta	1	0.001%
45724	3Q1TE@4751|Fungi	1	0.001%
45725	1GXFV@112252|Fungi incertae sedis	1	0.001%
45726	296JY@1|root	1	0.001%
45727	2S27K@2759|Eukaryota	1	0.001%
45728	39JDA@33154|Opisthokonta	1	0.001%
45729	3Q3Q0@4751|Fungi	1	0.001%
45730	1GY9F@112252|Fungi incertae sedis	1	0.001%
45731	2CKGN@1|root	1	0.001%
45732	2RAUA@2759|Eukaryota	1	0.001%
45733	3AX8S@33154|Opisthokonta	1	0.001%
45734	3Q24K@4751|Fungi	1	0.001%
45735	1GX0K@112252|Fungi incertae sedis	1	0.001%
45736	3R3IR@4890|Ascomycota	1	0.001%
45737	21E5Q@147550|Sordariomycetes	1	0.001%
45738	3TKZ6@5125|Hypocreales	1	0.001%
45739	1FPUW@110618|Nectriaceae	1	0.001%
45740	3P7QN@4751|Fungi	1	0.001%
45741	1GU86@112252|Fungi incertae sedis	1	0.001%
45742	29451@1|root	1	0.001%
45743	2RB1Z@2759|Eukaryota	1	0.001%
45744	3AXH9@33154|Opisthokonta	1	0.001%
45745	3Q2HK@4751|Fungi	1	0.001%
45746	1GXNH@112252|Fungi incertae sedis	1	0.001%
45747	3NW5J@4751|Fungi	1	0.001%
45748	3QKGP@4890|Ascomycota	1	0.001%
45749	3RU15@4891|Saccharomycetes	1	0.001%
45750	3RXZR@4893|Saccharomycetaceae	1	0.001%
45751	1GWTM@112252|Fungi incertae sedis	1	0.001%
45752	KOG3791@1|root	1	0.001%
45753	KOG3791@2759|Eukaryota	1	0.001%
45754	38EXQ@33154|Opisthokonta	1	0.001%
45755	3NVVA@4751|Fungi	1	0.001%
45756	3Q8MZ@4776|Peronosporales	1	0.001%
45757	38FBD@33154|Opisthokonta	1	0.001%
45758	3NWMW@4751|Fungi	1	0.001%
45759	1GTBH@112252|Fungi incertae sedis	1	0.001%
45760	39U47@33154|Opisthokonta	1	0.001%
45761	3NXNS@4751|Fungi	1	0.001%
45762	1GXIB@112252|Fungi incertae sedis	1	0.001%
45763	39PTQ@33154|Opisthokonta	1	0.001%
45764	3Q62R@4751|Fungi	1	0.001%
45765	1GVBT@112252|Fungi incertae sedis	1	0.001%
45766	3NZY5@4751|Fungi	1	0.001%
45767	1GU20@112252|Fungi incertae sedis	1	0.001%
45768	1GVMU@112252|Fungi incertae sedis	1	0.001%
45769	38IHA@33154|Opisthokonta	1	0.001%
45770	3NUPQ@4751|Fungi	1	0.001%
45771	1GU3Z@112252|Fungi incertae sedis	1	0.001%
45772	38E4K@33154|Opisthokonta	1	0.001%
45773	3NUW3@4751|Fungi	1	0.001%
45774	1GX37@112252|Fungi incertae sedis	1	0.001%
45775	3A0G4@33154|Opisthokonta	1	0.001%
45776	3P24N@4751|Fungi	1	0.001%
45777	3P17Y@4751|Fungi	1	0.001%
45778	1GU93@112252|Fungi incertae sedis	1	0.001%
45779	1UYHE@1239|Firmicutes	1	0.001%
45780	4HCA1@91061|Bacilli	1	0.001%
45781	KOG1274@1|root	1	0.001%
45782	KOG1274@2759|Eukaryota	1	0.001%
45783	38GB7@33154|Opisthokonta	1	0.001%
