Semantic Description Frequency Analysis
==================================================

Files processed: 27,866
Files with semantic_description: 16,110
Total semantic_description instances: 94,046
Unique semantic_description types: 9,126

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
7036	FAS	1	0.001%
7037	Remorin	1	0.001%
7038	L22	1	0.001%
7039	XH	1	0.001%
7040	dirigent	1	0.001%
7041	Bark	1	0.001%
7042	Phenylalanine	1	0.001%
7043	ammonialyase	1	0.001%
7044	Transketolase	1	0.001%
7045	Metalloendoproteinase	1	0.001%
7046	Xyloglucan	1	0.001%
7047	Lysosomal	1	0.001%
7048	eS4	1	0.001%
7049	At5g47530	1	0.001%
7050	b6f	1	0.001%
7051	ALAD	1	0.001%
7052	IMPL1	1	0.001%
7053	exostosin	1	0.001%
7054	Carboxylase	1	0.001%
7055	HemK	1	0.001%
7056	PHLOEM	1	0.001%
7057	PROTEIN	1	0.001%
7058	Purine	1	0.001%
7059	SD2	1	0.001%
7060	Agenet	1	0.001%
7061	IIIB	1	0.001%
7062	50	1	0.001%
7063	anther	1	0.001%
7064	tapetum	1	0.001%
7065	At2g39795	1	0.001%
7066	DUF2488	1	0.001%
7067	Mitovirus	1	0.001%
7068	U5	1	0.001%
7069	Strigolactone	1	0.001%
7070	Hypersensitive	1	0.001%
7071	Rwd	1	0.001%
7072	MCP	1	0.001%
7073	CheR	1	0.001%
7074	EpsG	1	0.001%
7075	PALM	1	0.001%
7076	FeoA	1	0.001%
7077	NagA	1	0.001%
7078	Terminase	1	0.001%
7079	Tn7	1	0.001%
7080	TniB	1	0.001%
7081	DUF2974	1	0.001%
7082	sRNA	1	0.001%
7083	TnsA	1	0.001%
7084	DUF5085	1	0.001%
7085	diacid	1	0.001%
7086	Ami	1	0.001%
7087	fused	1	0.001%
7088	COG1401	1	0.001%
7089	MmgE	1	0.001%
7090	PrpD	1	0.001%
7091	deamidates	1	0.001%
7092	MCPs	1	0.001%
7093	AsnC	1	0.001%
7094	GSA	1	0.001%
7095	LDH2	1	0.001%
7096	MDH2	1	0.001%
7097	DUF3343	1	0.001%
7098	COG2217	1	0.001%
7099	nlpA	1	0.001%
7100	Clostripain	1	0.001%
7101	betaine	1	0.001%
7102	Osmosensitive	1	0.001%
7103	hydrocarbon	1	0.001%
7104	arylformamidase	1	0.001%
7105	DUF2088	1	0.001%
7106	S1C	1	0.001%
7107	XdhC	1	0.001%
7108	CoxF	1	0.001%
7109	DUF2207	1	0.001%
7110	SfsA	1	0.001%
7111	HK97	1	0.001%
7112	HutD	1	0.001%
7113	glutamyltranspeptidase	1	0.001%
7114	sulfuric	1	0.001%
7115	CheW	1	0.001%
7116	UTRA	1	0.001%
7117	COG0154	1	0.001%
7118	amidases	1	0.001%
7119	3H	1	0.001%
7120	DARP	1	0.001%
7121	COG2274	1	0.001%
7122	bacteriocin	1	0.001%
7123	lantibiotic	1	0.001%
7124	4TM	1	0.001%
7125	12TM	1	0.001%
7126	COG3547	1	0.001%
7127	WGR	1	0.001%
7128	atg7	1	0.001%
7129	Lens	1	0.001%
7130	FTR	1	0.001%
7131	DUF2854	1	0.001%
7132	Twinkle	1	0.001%
7133	COG0626	1	0.001%
7134	Cystathionine	1	0.001%
7135	synthases	1	0.001%
7136	holocytochrome	1	0.001%
7137	Cofactor	1	0.001%
7138	CCB2	1	0.001%
7139	CCB4	1	0.001%
7140	collaboration	1	0.001%
7141	MRRF	1	0.001%
7142	follows	1	0.001%
7143	Not	1	0.001%
7144	DUF3645	1	0.001%
7145	DUF4079	1	0.001%
7146	RAP	1	0.001%
7147	oxobutyrate	1	0.001%
7148	Collagenase	1	0.001%
7149	144b	1	0.001%
7150	DUF1336	1	0.001%
7151	DUF4336	1	0.001%
7152	Violaxanthin	1	0.001%
7153	Centriolar	1	0.001%
7154	error	1	0.001%
7155	prone	1	0.001%
7156	NusB	1	0.001%
7157	Gscfa	1	0.001%
7158	rDNA	1	0.001%
7159	aberrant	1	0.001%
7160	AIR	1	0.001%
7161	Reductase	1	0.001%
7162	sirohydrochlorin	1	0.001%
7163	CGMP	1	0.001%
7164	trifunctional	1	0.001%
7165	COG0668	1	0.001%
7166	toleration	1	0.001%
7167	sha1	1	0.001%
7168	Carboxyvinyl	1	0.001%
7169	carboxyphosphonate	1	0.001%
7170	phosphorylmutase	1	0.001%
7171	C3	1	0.001%
7172	diene	1	0.001%
7173	dihydrobiliverdin	1	0.001%
7174	Heterodimerizes	1	0.001%
7175	msh2	1	0.001%
7176	Msh3	1	0.001%
7177	bends	1	0.001%
7178	shields	1	0.001%
7179	approximately	1	0.001%
7180	mainly	1	0.001%
7181	loops	1	0.001%
7182	IDLs	1	0.001%
7183	ternary	1	0.001%
7184	directing	1	0.001%
7185	discrimination	1	0.001%
7186	resynthesis	1	0.001%
7187	pivotal	1	0.001%
7188	phosphoribosylaminoimidazole	1	0.001%
7189	valyl	1	0.001%
7190	At1g52590	1	0.001%
7191	iduronate	1	0.001%
7192	Aspartyl	1	0.001%
7193	A22B	1	0.001%
7194	aminohydrolase	1	0.001%
7195	formimidoyltetrahydrofolate	1	0.001%
7196	Tim17	1	0.001%
7197	Tim22	1	0.001%
7198	Tim23	1	0.001%
7199	Pmp24	1	0.001%
7200	MPG	1	0.001%
7201	cyanate	1	0.001%
7202	licheninase	1	0.001%
7203	Thylakoid	1	0.001%
7204	Hexose	1	0.001%
7205	ATP11	1	0.001%
7206	glucuronate	1	0.001%
7207	SBF	1	0.001%
7208	CPA	1	0.001%
7209	DUF4137	1	0.001%
7210	Region	1	0.001%
7211	RelA	1	0.001%
7212	SpoT	1	0.001%
7213	ChaC	1	0.001%
7214	selenide	1	0.001%
7215	SPX	1	0.001%
7216	TPD	1	0.001%
7217	methylmalonate	1	0.001%
7218	acylating	1	0.001%
7219	processive	1	0.001%
7220	HopJ	1	0.001%
7221	fungi	1	0.001%
7222	Hydroxyacyl	1	0.001%
7223	DUF1415	1	0.001%
7224	molybdotransferase	1	0.001%
7225	glucosylceramide	1	0.001%
7226	intronic	1	0.001%
7227	Ferrous	1	0.001%
7228	RF	1	0.001%
7229	UPF0613	1	0.001%
7230	Thij	1	0.001%
7231	pfpi	1	0.001%
7232	At1g02270	1	0.001%
7233	NOP7	1	0.001%
7234	25S	1	0.001%
7235	Riboflavin	1	0.001%
7236	White	1	0.001%
7237	IP3	1	0.001%
7238	RPS20	1	0.001%
7239	quercetin	1	0.001%
7240	PCS60	1	0.001%
7241	YBR222C	1	0.001%
7242	dGDP	1	0.001%
7243	UPF0020	1	0.001%
7244	esters	1	0.001%
7245	homogalacturonan	1	0.001%
7246	galacturonic	1	0.001%
7247	acetylated	1	0.001%
7248	Decreasing	1	0.001%
7249	degree	1	0.001%
7250	gels	1	0.001%
7251	properties	1	0.001%
7252	PIG	1	0.001%
7253	PLD	1	0.001%
7254	UPF0553	1	0.001%
7255	ciliary	1	0.001%
7256	DUF2061	1	0.001%
7257	fruit	1	0.001%
7258	provisional	1	0.001%
7259	deneddylation	1	0.001%
7260	Ribose	1	0.001%
7261	RRM	1	0.001%
7262	RNP	1	0.001%
7263	hydroxyisobutyryl	1	0.001%
7264	tryptophanyl	1	0.001%
7265	N1	1	0.001%
7266	Methylation	1	0.001%
7267	nature	1	0.001%
7268	yW	1	0.001%
7269	YCR016w	1	0.001%
7270	dihydroorotase	1	0.001%
7271	fundamental	1	0.001%
7272	housekeeping	1	0.001%
7273	thr	1	0.001%
7274	Dehydratase	1	0.001%
7275	hydroxyphenylpyruvate	1	0.001%
7276	Necessary	1	0.001%
7277	septation	1	0.001%
7278	pol	1	0.001%
7279	CPSF73	1	0.001%
7280	diphosphoinositol	1	0.001%
7281	GST	1	0.001%
7282	Dihydrolipoamide	1	0.001%
7283	RAN	1	0.001%
7284	Do	1	0.001%
7285	peroxiredoxin	1	0.001%
7286	XLF	1	0.001%
7287	Cernunnos	1	0.001%
7288	XRcc4	1	0.001%
7289	NHEJ	1	0.001%
7290	I4	1	0.001%
7291	RAD51	1	0.001%
7292	amidoligase	1	0.001%
7293	T7	1	0.001%
7294	Recombination	1	0.001%
7295	COG0745	1	0.001%
7296	consisting	1	0.001%
7297	bp	1	0.001%
7298	dnaA	1	0.001%
7299	TTATC	1	0.001%
7300	VP2	1	0.001%
7301	VP3	1	0.001%
7302	Immunity	1	0.001%
7303	HofQ	1	0.001%
7304	TPP	1	0.001%
7305	DUF560	1	0.001%
7306	PulF	1	0.001%
7307	Primosomal	1	0.001%
7308	COG3923	1	0.001%
7309	Actinobacillus	1	0.001%
7310	B3GXA2	1	0.001%
7311	ACTP7	1	0.001%
7312	orf229	1	0.001%
7313	gp	1	0.001%
7314	Streptococcus	1	0.001%
7315	thermophilus	1	0.001%
7316	Sfi19	1	0.001%
7317	gi	1	0.001%
7318	9632919	1	0.001%
7319	ref	1	0.001%
7320	NP	1	0.001%
7321	049948	1	0.001%
7322	SixA	1	0.001%
7323	TolA	1	0.001%
7324	Q7VKT5	1	0.001%
7325	HAEDU	1	0.001%
7326	Extended	1	0.001%
7327	Mannheimia	1	0.001%
7328	haemolytica	1	0.001%
7329	A7JSC2	1	0.001%
7330	PASHA	1	0.001%
7331	OB	1	0.001%
7332	BOF	1	0.001%
7333	determinant	1	0.001%
7334	NgoFVII	1	0.001%
7335	Lipopolysaccharide	1	0.001%
7336	RffC	1	0.001%
7337	B0BRE5	1	0.001%
7338	ACTPJ	1	0.001%
7339	IS481	1	0.001%
7340	Occlusion	1	0.001%
7341	ODV	1	0.001%
7342	E18	1	0.001%
7343	Smr	1	0.001%
7344	Formyl	1	0.001%
7345	Methylmalonyl	1	0.001%
7346	Invasion	1	0.001%
7347	terminase	1	0.001%
7348	gpP	1	0.001%
7349	Oxidizes	1	0.001%
7350	occlusion	1	0.001%
7351	EC27	1	0.001%
7352	Baculoviridae	1	0.001%
7353	ME53	1	0.001%
7354	CobN	1	0.001%
7355	Chelatase	1	0.001%
7356	deoxycytidylate	1	0.001%
7357	Disulfide	1	0.001%
7358	DsbB	1	0.001%
7359	cohesin	1	0.001%
7360	Positively	1	0.001%
7361	sliding	1	0.001%
7362	monophosphokinase	1	0.001%
7363	barbed	1	0.001%
7364	doxorubicin	1	0.001%
7365	transhydrogenase	1	0.001%
7366	asteroid	1	0.001%
7367	Connective	1	0.001%
7368	Diphthine	1	0.001%
7369	trimming	1	0.001%
7370	Ethylene	1	0.001%
7371	Le	1	0.001%
7372	CTR1	1	0.001%
7373	norepinephrine	1	0.001%
7374	PTC7	1	0.001%
7375	GKAP	1	0.001%
7376	Homer	1	0.001%
7377	Topoisomerase	1	0.001%
7378	Brefeldin	1	0.001%
7379	inhibited	1	0.001%
7380	Multi	1	0.001%
7381	polyphenol	1	0.001%
7382	laccase	1	0.001%
7383	Glycerate	1	0.001%
7384	GO	1	0.001%
7385	0001034	1	0.001%
7386	fmn	1	0.001%
7387	restart	1	0.001%
7388	arrested	1	0.001%
7389	primosome	1	0.001%
7390	Abi	1	0.001%
7391	Excalibur	1	0.001%
7392	reductant	1	0.001%
7393	CydC	1	0.001%
7394	introduces	1	0.001%
7395	dephosphocoenzyme	1	0.001%
7396	boxA	1	0.001%
7397	antiterminator	1	0.001%
7398	rrn	1	0.001%
7399	operons	1	0.001%
7400	DinG	1	0.001%
7401	Accumulation	1	0.001%
7402	SulA	1	0.001%
7403	cessation	1	0.001%
7404	appearance	1	0.001%
7405	septate	1	0.001%
7406	ratio	1	0.001%
7407	inhibiting	1	0.001%
7408	participating	1	0.001%
7409	daughter	1	0.001%
7410	SIR2	1	0.001%
7411	WYL	1	0.001%
7412	neighborhood	1	0.001%
7413	impB	1	0.001%
7414	mucB	1	0.001%
7415	samB	1	0.001%
7416	cog0628	1	0.001%
7417	DsbA	1	0.001%
7418	isomerases	1	0.001%
7419	Monovalent	1	0.001%
7420	DUF3073	1	0.001%
7421	tagging	1	0.001%
7422	pupylation	1	0.001%
7423	Lysylphosphatidylglycerol	1	0.001%
7424	These	1	0.001%
7425	inhibit	1	0.001%
7426	hairpins	1	0.001%
7427	fic	1	0.001%
7428	RmuC	1	0.001%
7429	Multiple	1	0.001%
7430	MrpF	1	0.001%
7431	PhaF	1	0.001%
7432	Macrolide	1	0.001%
7433	122	1	0.001%
7434	DUF456	1	0.001%
7435	YfhO	1	0.001%
7436	Nitroreductase	1	0.001%
7437	Phosphofructokinase	1	0.001%
7438	Isochorismate	1	0.001%
7439	DUF2232	1	0.001%
7440	DUF2017	1	0.001%
7441	RIP	1	0.001%
7442	RseP	1	0.001%
7443	UBA	1	0.001%
7444	THIF	1	0.001%
7445	TetR	1	0.001%
7446	UPF0246	1	0.001%
7447	COG0365	1	0.001%
7448	associate	1	0.001%
7449	FlgF	1	0.001%
7450	constituting	1	0.001%
7451	LpqB	1	0.001%
7452	Dihydroxyacetone	1	0.001%
7453	Succinate	1	0.001%
7454	Fumarate	1	0.001%
7455	DUF5067	1	0.001%
7456	DUF421	1	0.001%
7457	SbcC	1	0.001%
7458	C26	1	0.001%
7459	BioY	1	0.001%
7460	Lsr2	1	0.001%
7461	TraX	1	0.001%
7462	Cse2	1	0.001%
7463	cse2	1	0.001%
7464	melatonin	1	0.001%
7465	Germ	1	0.001%
7466	less	1	0.001%
7467	116	1	0.001%
7468	cationic	1	0.001%
7469	NIN1	1	0.001%
7470	RPN12	1	0.001%
7471	neuromedin	1	0.001%
7472	peroxisomes	1	0.001%
7473	B2	1	0.001%
7474	Pmr5	1	0.001%
7475	Cas1p	1	0.001%
7476	Active	1	0.001%
7477	vasohibin	1	0.001%
7478	ELKS	1	0.001%
7479	RAB6	1	0.001%
7480	CAST	1	0.001%
7481	Cdp	1	0.001%
7482	Tetrapolymerization	1	0.001%
7483	monopyrrole	1	0.001%
7484	PBG	1	0.001%
7485	hydroxymethylbilane	1	0.001%
7486	discrete	1	0.001%
7487	Visual	1	0.001%
7488	peropsin	1	0.001%
7489	Limb	1	0.001%
7490	StAR	1	0.001%
7491	decapping	1	0.001%
7492	Urease	1	0.001%
7493	DUF1986	1	0.001%
7494	sea	1	0.001%
7495	urchin	1	0.001%
7496	enterokinase	1	0.001%
7497	agrin	1	0.001%
7498	5B	1	0.001%
7499	deoxycytidine	1	0.001%
7500	Heterochromatin	1	0.001%
7501	NudC	1	0.001%
7502	mercaptopyruvate	1	0.001%
7503	BAT3	1	0.001%
7504	Both	1	0.001%
7505	TFIIE	1	0.001%
7506	clearance	1	0.001%
7507	Neuropeptide	1	0.001%
7508	RAB	1	0.001%
7509	GEF	1	0.001%
7510	replacement	1	0.001%
7511	cyanocobalamin	1	0.001%
7512	ARF7	1	0.001%
7513	RRP36	1	0.001%
7514	autointegration	1	0.001%
7515	phosphoadenylyl	1	0.001%
7516	Sec1	1	0.001%
7517	salicylic	1	0.001%
7518	arylamine	1	0.001%
7519	molting	1	0.001%
7520	cuticulin	1	0.001%
7521	YTH	1	0.001%
7522	Murein	1	0.001%
7523	pimelyl	1	0.001%
7524	connects	1	0.001%
7525	Likely	1	0.001%
7526	sacculus	1	0.001%
7527	BMI	1	0.001%
7528	213	1	0.001%
7529	Chitinase	1	0.001%
7530	135	1	0.001%
7531	digestive	1	0.001%
7532	tract	1	0.001%
7533	Vb	1	0.001%
7534	Amyloid	1	0.001%
7535	A4	1	0.001%
7536	phagosome	1	0.001%
7537	gap	1	0.001%
7538	Phosphotyrosine	1	0.001%
7539	nucleologenesis	1	0.001%
7540	PLANT	1	0.001%
7541	CADMIUM	1	0.001%
7542	Rtf2	1	0.001%
7543	Tectorin	1	0.001%
7544	128kDa	1	0.001%
7545	MORC	1	0.001%
7546	individualization	1	0.001%
7547	Phosphodiesterase	1	0.001%
7548	11a	1	0.001%
7549	Arsenite	1	0.001%
7550	POLQ	1	0.001%
7551	Prenyl	1	0.001%
7552	decaprenyl	1	0.001%
7553	Translocating	1	0.001%
7554	Tnf	1	0.001%
7555	DUF2475	1	0.001%
7556	Pi	1	0.001%
7557	UTP6	1	0.001%
7558	Pyrroline	1	0.001%
7559	Polo	1	0.001%
7560	Tonoplast	1	0.001%
7561	Cytoskeletal	1	0.001%
7562	myristoylation	1	0.001%
7563	Roc	1	0.001%
7564	COR	1	0.001%
7565	Fem	1	0.001%
7566	Thymocyte	1	0.001%
7567	UPA	1	0.001%
7568	flap	1	0.001%
7569	Kyn	1	0.001%
7570	hydroxykynurenine	1	0.001%
7571	3OHKyn	1	0.001%
7572	anthranilic	1	0.001%
7573	AA	1	0.001%
7574	hydroxyanthranilic	1	0.001%
7575	OHAA	1	0.001%
7576	SH3BP5	1	0.001%
7577	194A	1	0.001%
7578	phosphatidic	1	0.001%
7579	mannosylation	1	0.001%
7580	Tctex1	1	0.001%
7581	7B	1	0.001%
7582	Snurportin1	1	0.001%
7583	DUF1772	1	0.001%
7584	mevalonate	1	0.001%
7585	cds	1	0.001%
7586	galactosylceramide	1	0.001%
7587	decaprenyltransferase	1	0.001%
7588	EEF1A	1	0.001%
7589	79	1	0.001%
7590	killer	1	0.001%
7591	RLD	1	0.001%
7592	214	1	0.001%
7593	proteoglycan	1	0.001%
7594	HUS1	1	0.001%
7595	pombe	1	0.001%
7596	prenyltransferase	1	0.001%
7597	intercellular	1	0.001%
7598	Synaptogyrin	1	0.001%
7599	561	1	0.001%
7600	promoters	1	0.001%
7601	preinitiation	1	0.001%
7602	paclitaxel	1	0.001%
7603	12j5	1	0.001%
7604	GLI	1	0.001%
7605	brush	1	0.001%
7606	border	1	0.001%
7607	CDC6	1	0.001%
7608	G8	1	0.001%
7609	CTU1	1	0.001%
7610	ATPBD3	1	0.001%
7611	ligates	1	0.001%
7612	URM1	1	0.001%
7613	Srx	1	0.001%
7614	COQ10	1	0.001%
7615	Glutamic	1	0.001%
7616	oxaloacetic	1	0.001%
7617	anabolic	1	0.001%
7618	combines	1	0.001%
7619	CTLH	1	0.001%
7620	CRA	1	0.001%
7621	systemic	1	0.001%
7622	arterial	1	0.001%
7623	arch	1	0.001%
7624	baroreceptor	1	0.001%
7625	feedback	1	0.001%
7626	Sequestosome	1	0.001%
7627	aspartase	1	0.001%
7628	Translin	1	0.001%
7629	Adipocyte	1	0.001%
7630	constitutive	1	0.001%
7631	photomorphogenic	1	0.001%
7632	L13	1	0.001%
7633	isozyme	1	0.001%
7634	Antizyme	1	0.001%
7635	Tribbles	1	0.001%
7636	MIT	1	0.001%
7637	enucleate	1	0.001%
7638	acetylaspartate	1	0.001%
7639	L8	1	0.001%
7640	hydrolytic	1	0.001%
7641	immediately	1	0.001%
7642	Casein	1	0.001%
7643	p115	1	0.001%
7644	serum	1	0.001%
7645	albumin	1	0.001%
7646	Transient	1	0.001%
7647	Assembling	1	0.001%
7648	couple	1	0.001%
7649	exon	1	0.001%
7650	EJC	1	0.001%
7651	NFX1	1	0.001%
7652	THOC	1	0.001%
7653	CHTOP	1	0.001%
7654	THOC4	1	0.001%
7655	intronless	1	0.001%
7656	eS24	1	0.001%
7657	hyaluronidase	1	0.001%
7658	PRKC	1	0.001%
7659	WT1	1	0.001%
7660	TAFII55	1	0.001%
7661	L17	1	0.001%
7662	Inhibitor	1	0.001%
7663	kiaa1109	1	0.001%
7664	178B	1	0.001%
7665	TRAF7	1	0.001%
7666	player	1	0.001%
7667	Once	1	0.001%
7668	circulation	1	0.001%
7669	LEPR	1	0.001%
7670	decrease	1	0.001%
7671	food	1	0.001%
7672	intake	1	0.001%
7673	consumption	1	0.001%
7674	anorexinogenic	1	0.001%
7675	suppressing	1	0.001%
7676	neuropeptides	1	0.001%
7677	mass	1	0.001%
7678	hypothalamo	1	0.001%
7679	pituitary	1	0.001%
7680	adrenal	1	0.001%
7681	hormones	1	0.001%
7682	periphery	1	0.001%
7683	influences	1	0.001%
7684	reproductive	1	0.001%
7685	pancreatic	1	0.001%
7686	affects	1	0.001%
7687	arcuate	1	0.001%
7688	POMC	1	0.001%
7689	FOS	1	0.001%
7690	anorexigenic	1	0.001%
7691	inhibits	1	0.001%
7692	hyperpolarization	1	0.001%
7693	NPY	1	0.001%
7694	satiety	1	0.001%
7695	intestine	1	0.001%
7696	enterocytes	1	0.001%
7697	PKC	1	0.001%
7698	ERK	1	0.001%
7699	exerts	1	0.001%
7700	CCND1	1	0.001%
7701	VEGFA	1	0.001%
7702	MAPK1	1	0.001%
7703	AKT1	1	0.001%
7704	BIRC5	1	0.001%
7705	mitogenic	1	0.001%
7706	MMPs	1	0.001%
7707	TIMPs	1	0.001%
7708	modulates	1	0.001%
7709	neutrophils	1	0.001%
7710	enhances	1	0.001%
7711	NK	1	0.001%
7712	synergy	1	0.001%
7713	IL1B	1	0.001%
7714	NOS2	1	0.001%
7715	wich	1	0.001%
7716	IL6	1	0.001%
7717	IL8	1	0.001%
7718	Prostaglandin	1	0.001%
7719	MAP2K1	1	0.001%
7720	MEK1	1	0.001%
7721	MAPK14	1	0.001%
7722	helper	1	0.001%
7723	CD4	1	0.001%
7724	CD25	1	0.001%
7725	TCR	1	0.001%
7726	MTOR	1	0.001%
7727	actinomycin	1	0.001%
7728	Gem	1	0.001%
7729	Closely	1	0.001%
7730	osteoclastic	1	0.001%
7731	resorption	1	0.001%
7732	disorder	1	0.001%
7733	potent	1	0.001%
7734	fibrinogen	1	0.001%
7735	sized	1	0.001%
7736	incorporating	1	0.001%
7737	9C	1	0.001%
7738	DUF4486	1	0.001%
7739	S100	1	0.001%
7740	6C4	1	0.001%
7741	ICaBP	1	0.001%
7742	512	1	0.001%
7743	Iguana	1	0.001%
7744	Dzip1	1	0.001%
7745	DAZ	1	0.001%
7746	circulating	1	0.001%
7747	protolysis	1	0.001%
7748	hemostasis	1	0.001%
7749	cascade	1	0.001%
7750	Unc5	1	0.001%
7751	SAP30	1	0.001%
7752	Prohibitin	1	0.001%
7753	Oxidation	1	0.001%
7754	DEP	1	0.001%
7755	Epithelial	1	0.001%
7756	adaptation	1	0.001%
7757	LMO4	1	0.001%
7758	e3	1	0.001%
7759	Tetrapyrrole	1	0.001%
7760	Corrin	1	0.001%
7761	Porphyrin	1	0.001%
7762	Methylases	1	0.001%
7763	HSR	1	0.001%
7764	KIAA2012	1	0.001%
7765	METTL21C	1	0.001%
7766	Carboxypeptidase	1	0.001%
7767	Furin	1	0.001%
7768	sialyltransferase	1	0.001%
7769	Nucleophosmin	1	0.001%
7770	7SK	1	0.001%
7771	L15	1	0.001%
7772	L18e	1	0.001%
7773	L27A	1	0.001%
7774	sphingomyelinase	1	0.001%
7775	Centlein	1	0.001%
7776	consuming	1	0.001%
7777	dipalmitoylphosphatidylcholine	1	0.001%
7778	L10	1	0.001%
7779	presynaptic	1	0.001%
7780	phenanthrene	1	0.001%
7781	IIGP	1	0.001%
7782	LINE	1	0.001%
7783	Thymic	1	0.001%
7784	lymphopoietin	1	0.001%
7785	Charged	1	0.001%
7786	histamine	1	0.001%
7787	Molecular	1	0.001%
7788	CNPY3	1	0.001%
7789	Costars	1	0.001%
7790	phenylethylamine	1	0.001%
7791	benomyl	1	0.001%
7792	A2A	1	0.001%
7793	Snake	1	0.001%
7794	RPC8	1	0.001%
7795	galactoside	1	0.001%
7796	C9orf57	1	0.001%
7797	triosephosphate	1	0.001%
7798	chromodomain	1	0.001%
7799	oocyte	1	0.001%
7800	Secretoglobin	1	0.001%
7801	1D	1	0.001%
7802	b14	1	0.001%
7803	5b	1	0.001%
7804	NDUFC2	1	0.001%
7805	ecto	1	0.001%
7806	B18	1	0.001%
7807	NDUFB7	1	0.001%
7808	synthesizing	1	0.001%
7809	S2	1	0.001%
7810	amyloid	1	0.001%
7811	WxxW	1	0.001%
7812	repeating	1	0.001%
7813	dodecenoyl	1	0.001%
7814	glycerophosphoinositol	1	0.001%
7815	glycerophosphodiesterase	1	0.001%
7816	methylglutaconyl	1	0.001%
7817	calycin	1	0.001%
7818	FABP	1	0.001%
7819	Does	1	0.001%
7820	MYC	1	0.001%
7821	Potentiates	1	0.001%
7822	SMAD6	1	0.001%
7823	SMAD7	1	0.001%
7824	Endosomal	1	0.001%
7825	STAMBP	1	0.001%
7826	mTOR	1	0.001%
7827	mas	1	0.001%
7828	DUF1771	1	0.001%
7829	TPA	1	0.001%
7830	BH1	1	0.001%
7831	BH2	1	0.001%
7832	846	1	0.001%
7833	pyruvoyl	1	0.001%
7834	tetrahydrobiopterin	1	0.001%
7835	projection	1	0.001%
7836	retraction	1	0.001%
7837	basement	1	0.001%
7838	pathogenic	1	0.001%
7839	prion	1	0.001%
7840	PPP1R16B	1	0.001%
7841	PPP1CA	1	0.001%
7842	Intra	1	0.001%
7843	kainate	1	0.001%
7844	oligoadenylate	1	0.001%
7845	intraflagellar	1	0.001%
7846	F5	1	0.001%
7847	RYK	1	0.001%
7848	50B	1	0.001%
7849	Coxsackievirus	1	0.001%
7850	adenovirus	1	0.001%
7851	211	1	0.001%
7852	Iodothyronine	1	0.001%
7853	deiodinase	1	0.001%
7854	cactin	1	0.001%
7855	Hemicentin	1	0.001%
7856	10AG1	1	0.001%
7857	CKLF	1	0.001%
7858	MARVEL	1	0.001%
7859	Serologically	1	0.001%
7860	defined	1	0.001%
7861	colon	1	0.001%
7862	Pyrin	1	0.001%
7863	HIN	1	0.001%
7864	Mucosal	1	0.001%
7865	pentraxin	1	0.001%
7866	hypoxia	1	0.001%
7867	MafB19	1	0.001%
7868	Staufen	1	0.001%
7869	cTAGE	1	0.001%
7870	Pur	1	0.001%
7871	uL13	1	0.001%
7872	MACROD2	1	0.001%
7873	fucosylgalactoside	1	0.001%
7874	MAPEG	1	0.001%
7875	AAR2	1	0.001%
7876	Epididymal	1	0.001%
7877	lipocalin	1	0.001%
7878	SWI5	1	0.001%
7879	anti	1	0.001%
7880	inflammation	1	0.001%
7881	Contributes	1	0.001%
7882	triggered	1	0.001%
7883	Th1	1	0.001%
7884	Th2	1	0.001%
7885	unstimulated	1	0.001%
7886	Negatively	1	0.001%
7887	eight	1	0.001%
7888	HemN	1	0.001%
7889	IMAP	1	0.001%
7890	Fibulin	1	0.001%
7891	Leukocyte	1	0.001%
7892	C5a	1	0.001%
7893	anaphylatoxin	1	0.001%
7894	chemotactic	1	0.001%
7895	P2Y	1	0.001%
7896	purinoceptor	1	0.001%
7897	L23	1	0.001%
7898	SSXRD	1	0.001%
7899	NOPS	1	0.001%
7900	NUC059	1	0.001%
7901	Finger	1	0.001%
7902	tob	1	0.001%
7903	btg1	1	0.001%
7904	CALCOCO1	1	0.001%
7905	sprouting	1	0.001%
7906	angiogenesis	1	0.001%
7907	Mullerian	1	0.001%
7908	regression	1	0.001%
7909	ERas	1	0.001%
7910	carcinoembryonic	1	0.001%
7911	Cytokine	1	0.001%
7912	Opioid	1	0.001%
7913	Mucosa	1	0.001%
7914	Granzyme	1	0.001%
7915	variable	1	0.001%
7916	Hepatitis	1	0.001%
7917	hematopoiesis	1	0.001%
7918	populations	1	0.001%
7919	anoikis	1	0.001%
7920	Acetolactate	1	0.001%
7921	DUF4265	1	0.001%
7922	TM2	1	0.001%
7923	duplicated	1	0.001%
7924	DUF3068	1	0.001%
7925	DUF3071	1	0.001%
7926	DUF3093	1	0.001%
7927	dihydroxyacetone	1	0.001%
7928	allylic	1	0.001%
7929	pyrophosphates	1	0.001%
7930	terpenoids	1	0.001%
7931	COG1762	1	0.001%
7932	mannitol	1	0.001%
7933	Ntr	1	0.001%
7934	MnhG	1	0.001%
7935	read	1	0.001%
7936	beginning	1	0.001%
7937	i	1	0.001%
7938	diketogulonate	1	0.001%
7939	Digests	1	0.001%
7940	tracrRNA	1	0.001%
7941	loci	1	0.001%
7942	if	1	0.001%
7943	UPF0182	1	0.001%
7944	psi	1	0.001%
7945	carnithine	1	0.001%
7946	ribosylpyrimidine	1	0.001%
7947	nucleosidase	1	0.001%
7948	DUF4282	1	0.001%
7949	precorrin	1	0.001%
